iteration,wasserstein_distance,generator_loss,jsd_estimate
0.0,,0.6684975028038025,-1.5375640392303467
10.0,,2.040992021560669,-0.39392685890197754
20.0,,2.7317426204681396,-0.18427889049053192
30.0,,3.2372887134552,-0.11822475492954254
40.0,,3.496142625808716,-0.0881914496421814
50.0,,3.850482702255249,-0.0619649812579155
60.0,,4.03822135925293,-0.05103999376296997
70.0,,4.251136779785156,-0.040688350796699524
80.0,,4.543101787567139,-0.030504386872053146
90.0,,4.525297164916992,-0.025828678160905838
100.0,,4.6819000244140625,-0.024279743432998657
110.0,,4.854160785675049,-0.022657867521047592
120.0,,4.838149547576904,-0.021921923384070396
130.0,,5.127541542053223,-0.018861936405301094
140.0,,5.319570064544678,-0.014601841568946838
150.0,,5.342164039611816,-0.013053521513938904
160.0,,5.3746185302734375,-0.012612853199243546
170.0,,5.399552345275879,-0.012373199686408043
180.0,,5.578368663787842,-0.009588206186890602
190.0,,5.645045757293701,-0.008683862164616585
200.0,,5.4029693603515625,-0.01265653595328331
210.0,,5.668239116668701,-0.011487319134175777
220.0,,5.707510948181152,-0.009427966549992561
230.0,,5.709521770477295,-0.011086228303611279
240.0,,5.90661096572876,-0.008768986910581589
250.0,,5.840550899505615,-0.009267868474125862
260.0,,5.766036033630371,-0.00904395803809166
270.0,,5.932313919067383,-0.009060636162757874
280.0,,6.059794902801514,-0.00822280440479517
290.0,,6.170838356018066,-0.007498282007873058
300.0,,6.208056449890137,-0.007346633356064558
310.0,,6.249179840087891,-0.007091809995472431
320.0,,6.325826644897461,-0.006611483171582222
330.0,,6.252877712249756,-0.006456412374973297
340.0,,6.224086284637451,-0.006660161539912224
350.0,,6.185612678527832,-0.006994517985731363
360.0,,6.231138229370117,-0.007231375202536583
370.0,,6.342232704162598,-0.0067315008491277695
380.0,,6.393683433532715,-0.0061730146408081055
390.0,,6.508533954620361,-0.0057764807716012
400.0,,6.527784824371338,-0.005066857673227787
410.0,,6.582988739013672,-0.0053238580003380775
420.0,,6.640343189239502,-0.004046962596476078
430.0,,6.697669506072998,-0.004788219928741455
440.0,,6.627495765686035,-0.004189430736005306
450.0,,6.493092060089111,-0.004950695671141148
460.0,,6.54148530960083,-0.004107740242034197
470.0,,6.550234794616699,-0.003958511631935835
480.0,,6.452032089233398,-0.004096840508282185
490.0,,6.571147918701172,-0.0034565560054033995
500.0,,6.58241605758667,-0.0034382359590381384
510.0,,6.458774089813232,-0.0037071197293698788
520.0,,6.649281024932861,-0.0031320801936089993
530.0,,6.832231521606445,-0.00269779609516263
540.0,,6.781051158905029,-0.0026216250844299793
550.0,,6.5646562576293945,-0.0032949564047157764
