iteration,wasserstein_distance,generator_loss,jsd_estimate
0.0,,0.6942976713180542,-1.380745530128479
10.0,,1.0195751190185547,-1.136466145515442
20.0,,1.7875412702560425,-0.730461597442627
30.0,,2.524913787841797,-0.38315773010253906
40.0,,2.8420839309692383,-0.28560128808021545
50.0,,2.381052255630493,-0.45012837648391724
60.0,,2.3429670333862305,-0.426921010017395
70.0,,2.210475206375122,-0.5048908591270447
80.0,,1.6380691528320312,-0.9280388951301575
90.0,,1.8620601892471313,-0.9559032320976257
100.0,,1.7765077352523804,-0.7461174726486206
110.0,,2.3168251514434814,-0.5624179840087891
120.0,,2.299769163131714,-0.548378586769104
130.0,,2.445230484008789,-0.5031405091285706
140.0,,2.6863908767700195,-0.3791159987449646
150.0,,2.6366660594940186,-0.45060044527053833
160.0,,2.569228410720825,-0.38651958107948303
170.0,,2.942711114883423,-0.3403155505657196
180.0,,3.125300407409668,-0.3089762330055237
190.0,,3.112550973892212,-0.33564847707748413
200.0,,3.085745334625244,-0.35958653688430786
210.0,,3.534853458404541,-0.39829501509666443
220.0,,3.666574478149414,-0.3417258858680725
230.0,,3.9204933643341064,-0.4025436341762543
240.0,,3.5874595642089844,-0.2714143395423889
250.0,,3.2977664470672607,-0.3735407590866089
260.0,,3.65632963180542,-0.5304271578788757
270.0,,3.8153269290924072,-0.4581727981567383
280.0,,3.9322004318237305,-0.25110843777656555
290.0,,3.91532564163208,-0.48293501138687134
300.0,,4.340498447418213,-0.30268633365631104
310.0,,4.0413665771484375,-0.28464409708976746
320.0,,4.791019916534424,-0.2932251989841461
330.0,,4.334761619567871,-0.3556029498577118
340.0,,4.696010112762451,-0.2163628786802292
350.0,,4.852458953857422,-0.2279309779405594
360.0,,4.734066963195801,-0.3247374892234802
370.0,,4.45713472366333,-0.24026960134506226
380.0,,4.882209777832031,-0.33146631717681885
390.0,,4.401297092437744,-0.2425326108932495
400.0,,4.521092891693115,-0.19730427861213684
410.0,,4.696933746337891,-0.11548644304275513
420.0,,4.811333179473877,-0.1786842942237854
430.0,,5.024693489074707,-0.14448417723178864
440.0,,5.244595050811768,-0.1677432805299759
450.0,,4.467499256134033,-0.19783760607242584
460.0,,4.75588321685791,-0.17297808825969696
470.0,,5.532622337341309,-0.13438616693019867
480.0,,5.4609551429748535,-0.10822956264019012
490.0,,5.356970310211182,-0.11047811806201935
500.0,,4.978262901306152,-0.08425189554691315
510.0,,4.811507701873779,-0.1509580910205841
520.0,,5.100718975067139,-0.08718816190958023
530.0,,5.043079853057861,-0.18365532159805298
540.0,,5.896147727966309,-0.07498982548713684
550.0,,5.27735710144043,-0.14455050230026245
560.0,,5.311436176300049,-0.1087314635515213
