iteration,vae_loss
0.0,194.591552734375
10.0,175.75025939941406
20.0,199.36434936523438
30.0,184.9990997314453
40.0,192.8473358154297
50.0,187.45184326171875
60.0,176.64695739746094
70.0,163.43267822265625
80.0,176.61643981933594
90.0,154.73275756835938
100.0,147.2861785888672
110.0,145.9776153564453
120.0,141.06686401367188
130.0,147.66683959960938
140.0,144.59300231933594
150.0,148.53314208984375
160.0,146.20919799804688
170.0,144.83262634277344
180.0,141.3833770751953
190.0,143.7967529296875
200.0,147.90103149414062
210.0,139.3704071044922
220.0,146.57461547851562
230.0,146.80218505859375
240.0,138.9735870361328
250.0,134.87921142578125
260.0,138.14662170410156
270.0,133.77032470703125
280.0,139.00680541992188
290.0,138.8290557861328
300.0,137.9888916015625
310.0,130.13442993164062
320.0,141.48577880859375
330.0,145.5404815673828
340.0,130.31930541992188
350.0,130.31849670410156
360.0,135.59140014648438
370.0,132.45712280273438
380.0,133.1846923828125
390.0,126.4901123046875
400.0,126.05961608886719
410.0,135.01522827148438
420.0,128.18870544433594
430.0,124.98943328857422
440.0,131.8477783203125
450.0,129.8531036376953
460.0,131.0254364013672
470.0,129.66006469726562
480.0,123.40274047851562
490.0,132.83944702148438
500.0,139.22076416015625
510.0,125.9937973022461
520.0,133.49327087402344
530.0,129.64492797851562
540.0,128.90231323242188
550.0,121.08446502685547
560.0,126.26070404052734
570.0,132.26268005371094
580.0,125.73234558105469
590.0,126.13957214355469
600.0,133.0259246826172
610.0,128.4580535888672
620.0,128.9169464111328
630.0,116.52818298339844
640.0,119.85208892822266
650.0,113.81069946289062
660.0,124.82349395751953
670.0,122.27748107910156
680.0,124.09541320800781
690.0,126.13558197021484
700.0,125.3399429321289
710.0,116.17060852050781
720.0,123.54072570800781
730.0,128.7220001220703
740.0,121.8718032836914
750.0,124.31536102294922
760.0,110.78179168701172
770.0,111.75261688232422
780.0,116.18875122070312
790.0,115.2386703491211
800.0,118.0718765258789
810.0,122.22871398925781
820.0,124.90681457519531
830.0,123.01561737060547
840.0,114.93382263183594
850.0,124.01323699951172
860.0,111.80177307128906
870.0,123.79304504394531
880.0,115.13114929199219
890.0,117.55236053466797
900.0,115.58284759521484
910.0,120.54470825195312
920.0,123.90422821044922
930.0,117.38323211669922
940.0,119.5274887084961
950.0,117.9904556274414
960.0,120.4603042602539
970.0,116.96228790283203
980.0,113.13765716552734
990.0,110.57929992675781
1000.0,118.26905822753906
1010.0,124.12091827392578
1020.0,113.4717025756836
1030.0,118.18154907226562
1040.0,124.35175323486328
1050.0,113.74803161621094
1060.0,106.11016082763672
1070.0,110.53617095947266
1080.0,111.6690444946289
1090.0,111.57572937011719
1100.0,114.21636199951172
1110.0,116.88460540771484
1120.0,116.82901000976562
1130.0,112.96334075927734
1140.0,115.43829345703125
1150.0,112.63506317138672
1160.0,113.6406021118164
1170.0,102.87613677978516
1180.0,111.50930786132812
1190.0,107.50712585449219
1200.0,113.12861633300781
1210.0,118.0186767578125
1220.0,114.17958068847656
1230.0,106.47978210449219
1240.0,114.16226959228516
1250.0,111.40364074707031
1260.0,106.5875244140625
1270.0,109.70169830322266
1280.0,108.3316421508789
1290.0,110.58617401123047
1300.0,110.0593032836914
1310.0,110.81407165527344
1320.0,105.97913360595703
1330.0,115.16239166259766
1340.0,117.16740417480469
1350.0,118.12811279296875
1360.0,105.90311431884766
1370.0,114.76231384277344
1380.0,110.63050842285156
1390.0,110.46887969970703
1400.0,109.85299682617188
1410.0,110.87586975097656
1420.0,104.2372817993164
1430.0,104.49263763427734
1440.0,107.23178100585938
1450.0,111.90229034423828
1460.0,106.89892578125
1470.0,109.99501037597656
1480.0,106.17990112304688
1490.0,110.58236694335938
1500.0,108.33718872070312
1510.0,111.67924499511719
1520.0,110.11072540283203
1530.0,112.41938781738281
1540.0,105.64974975585938
1550.0,109.059326171875
1560.0,116.8026123046875
1570.0,102.01482391357422
1580.0,104.92302703857422
1590.0,107.72032928466797
1600.0,114.54470825195312
1610.0,108.14794158935547
1620.0,104.42378234863281
1630.0,111.1573715209961
1640.0,100.23014068603516
1650.0,108.04586791992188
1660.0,108.85011291503906
1670.0,102.03851318359375
1680.0,103.57305908203125
1690.0,108.49920654296875
1700.0,108.80397033691406
1710.0,103.26953887939453
1720.0,109.1504135131836
1730.0,109.08518981933594
1740.0,109.10708618164062
1750.0,109.96910095214844
1760.0,108.32662200927734
1770.0,112.63841247558594
1780.0,105.90734100341797
1790.0,108.20983123779297
1800.0,111.61698913574219
1810.0,111.45304870605469
1820.0,98.6874771118164
1830.0,109.1297607421875
1840.0,108.36932373046875
1850.0,114.10783386230469
1860.0,106.37890625
1870.0,107.3036117553711
1880.0,106.24398803710938
1890.0,113.01640319824219
1900.0,102.30037689208984
1910.0,112.16517639160156
1920.0,114.43187713623047
1930.0,110.5511474609375
1940.0,106.07170867919922
1950.0,102.51930236816406
1960.0,99.7884750366211
1970.0,109.76215362548828
1980.0,96.80838775634766
1990.0,101.81478118896484
2000.0,113.31926727294922
2010.0,103.3115463256836
2020.0,103.86257934570312
2030.0,116.19680786132812
2040.0,103.12010955810547
2050.0,102.14080047607422
2060.0,116.27779388427734
2070.0,108.50224304199219
2080.0,106.18806457519531
2090.0,108.98164367675781
2100.0,108.33050537109375
2110.0,101.14813232421875
2120.0,114.88864135742188
2130.0,107.50382995605469
2140.0,107.51795959472656
2150.0,100.87480926513672
2160.0,102.23909759521484
2170.0,101.06005859375
2180.0,106.94090270996094
2190.0,104.73280334472656
2200.0,109.04341125488281
2210.0,101.90904998779297
2220.0,95.16014862060547
2230.0,101.67982482910156
2240.0,100.33145904541016
2250.0,103.56146240234375
2260.0,105.33695220947266
2270.0,109.7877426147461
2280.0,109.44576263427734
2290.0,104.9166259765625
2300.0,102.0033187866211
2310.0,104.98296356201172
2320.0,105.6470947265625
2330.0,109.22064971923828
2340.0,101.44213104248047
2350.0,100.410400390625
2360.0,105.31320190429688
2370.0,105.66425323486328
2380.0,99.42687225341797
2390.0,112.30895233154297
2400.0,102.05360412597656
2410.0,110.96732330322266
2420.0,113.62281799316406
2430.0,102.55081176757812
2440.0,108.32890319824219
2450.0,107.811279296875
2460.0,104.12150573730469
2470.0,103.89519500732422
2480.0,98.23954772949219
2490.0,102.8626480102539
2500.0,105.3602294921875
2510.0,101.66585540771484
2520.0,98.8492202758789
2530.0,110.06570434570312
2540.0,104.5267105102539
2550.0,100.02597045898438
2560.0,108.56658172607422
2570.0,112.75628662109375
2580.0,107.17437744140625
2590.0,103.46401977539062
2600.0,103.02632141113281
2610.0,101.99896240234375
2620.0,105.97491455078125
2630.0,97.19391632080078
2640.0,107.94159698486328
2650.0,102.3681869506836
2660.0,99.21753692626953
2670.0,104.00765991210938
2680.0,102.15983581542969
2690.0,101.7764892578125
2700.0,110.137451171875
2710.0,94.11408233642578
2720.0,102.66421508789062
2730.0,102.25382995605469
2740.0,95.5836410522461
2750.0,106.62518310546875
2760.0,102.13916778564453
2770.0,98.73491668701172
2780.0,101.10684967041016
2790.0,98.50184631347656
2800.0,105.2003173828125
2810.0,103.43209838867188
2820.0,109.99606323242188
2830.0,100.19084930419922
2840.0,95.4139633178711
2850.0,103.78977966308594
2860.0,102.41517639160156
2870.0,95.44076538085938
2880.0,100.50450134277344
2890.0,104.44349670410156
2900.0,103.3121337890625
2910.0,103.0060806274414
2920.0,103.82749938964844
2930.0,99.32410430908203
2940.0,111.90780639648438
2950.0,94.32736206054688
2960.0,107.87222290039062
2970.0,101.67316436767578
2980.0,103.248779296875
2990.0,102.62366485595703
3000.0,102.8531723022461
3010.0,92.81234741210938
3020.0,103.02674102783203
3030.0,98.02723693847656
3040.0,101.72882080078125
3050.0,101.03169250488281
3060.0,97.79247283935547
3070.0,100.60105895996094
3080.0,99.31959533691406
3090.0,103.33244323730469
3100.0,94.72501373291016
3110.0,99.72916412353516
3120.0,101.56708526611328
3130.0,100.30049896240234
3140.0,103.51945495605469
3150.0,98.04324340820312
3160.0,98.42865753173828
3170.0,99.36260223388672
3180.0,102.58794403076172
3190.0,100.25163269042969
3200.0,97.2027359008789
3210.0,99.64531707763672
3220.0,97.47907257080078
3230.0,99.06375885009766
3240.0,103.59170532226562
3250.0,95.59555053710938
3260.0,96.78453063964844
3270.0,101.17681884765625
3280.0,97.63176727294922
3290.0,103.1177749633789
3300.0,102.53305053710938
3310.0,93.96344757080078
3320.0,103.35147094726562
3330.0,103.7923812866211
3340.0,98.43821716308594
3350.0,104.42254638671875
3360.0,99.72894287109375
3370.0,92.27598571777344
3380.0,98.84886932373047
3390.0,101.9060287475586
3400.0,98.25192260742188
3410.0,90.18842315673828
3420.0,106.510986328125
3430.0,98.02438354492188
3440.0,107.5333251953125
3450.0,100.99549865722656
3460.0,92.13101959228516
3470.0,97.35700225830078
3480.0,95.10530853271484
3490.0,98.39945983886719
3500.0,106.6136245727539
3510.0,107.33511352539062
3520.0,92.73441314697266
3530.0,105.03343963623047
3540.0,104.83942413330078
3550.0,102.67277526855469
3560.0,104.40418243408203
3570.0,98.76280212402344
3580.0,92.21585845947266
3590.0,103.77758026123047
3600.0,94.43003845214844
3610.0,101.76850891113281
3620.0,100.95633697509766
3630.0,99.10923767089844
3640.0,98.18633270263672
3650.0,95.16468048095703
3660.0,99.47745513916016
3670.0,96.27667236328125
3680.0,97.53904724121094
3690.0,94.61170959472656
3700.0,89.2704849243164
3710.0,95.58492279052734
3720.0,96.40787506103516
3730.0,99.77363586425781
3740.0,94.90753173828125
3750.0,92.01406860351562
3760.0,99.02616119384766
3770.0,97.67990112304688
3780.0,98.99766540527344
3790.0,90.51040649414062
3800.0,94.82901763916016
3810.0,106.27790832519531
3820.0,97.2738265991211
3830.0,96.34137725830078
3840.0,96.09595489501953
3850.0,97.68498229980469
3860.0,102.362548828125
3870.0,102.33671569824219
3880.0,99.8536605834961
3890.0,101.78781127929688
3900.0,98.54060363769531
3910.0,97.656005859375
3920.0,93.24800872802734
3930.0,93.565673828125
3940.0,101.12937927246094
3950.0,103.63955688476562
3960.0,98.84036254882812
3970.0,104.32231140136719
3980.0,95.10505676269531
3990.0,108.79570770263672
4000.0,100.48696899414062
4010.0,90.19084167480469
4020.0,98.35672760009766
4030.0,94.64888763427734
4040.0,97.5823974609375
