iteration,wasserstein_distance,generator_loss,jsd_estimate
0.0,,1.0361043214797974,-1.3042306900024414
10.0,,1.6891329288482666,-0.7687864899635315
20.0,,2.2244648933410645,-0.47051453590393066
30.0,,2.6579020023345947,-0.31406980752944946
40.0,,2.9507932662963867,-0.2118176519870758
50.0,,3.2320971488952637,-0.1873784065246582
60.0,,3.503584861755371,-0.12168097496032715
70.0,,3.4901952743530273,-0.10887289047241211
80.0,,3.8494162559509277,-0.07805320620536804
90.0,,3.84200119972229,-0.07183407992124557
100.0,,3.7962090969085693,-0.09246447682380676
110.0,,3.970393180847168,-0.0675683468580246
120.0,,3.9988558292388916,-0.059826839715242386
130.0,,4.074433326721191,-0.06933150440454483
140.0,,4.282487869262695,-0.053510598838329315
150.0,,4.470824241638184,-0.048151612281799316
160.0,,4.508150100708008,-0.03879915177822113
170.0,,4.574992656707764,-0.03400997072458267
180.0,,4.69271183013916,-0.030636854469776154
190.0,,4.817713737487793,-0.029264461249113083
200.0,,4.6702117919921875,-0.03446120023727417
210.0,,5.0223541259765625,-0.02876642532646656
220.0,,5.000319480895996,-0.02438320219516754
230.0,,4.913902282714844,-0.02623903937637806
240.0,,4.590902805328369,-0.031231122091412544
250.0,,5.103811264038086,-0.02332078292965889
260.0,,5.383350372314453,-0.018520090728998184
270.0,,5.2248945236206055,-0.01633094996213913
280.0,,5.279833793640137,-0.019089125096797943
290.0,,4.926486492156982,-0.02688589319586754
300.0,,4.917255401611328,-0.031155690550804138
310.0,,5.361370086669922,-0.017612922936677933
320.0,,5.189721584320068,-0.023681772872805595
330.0,,5.427005767822266,-0.018710412085056305
340.0,,5.024912357330322,-0.03038156032562256
350.0,,5.877261638641357,-0.011986715719103813
360.0,,5.531024932861328,-0.01809946447610855
370.0,,5.467004299163818,-0.021470902487635612
380.0,,5.607669353485107,-0.015859412029385567
390.0,,5.414424419403076,-0.020938437432050705
400.0,,5.32194709777832,-0.021477390080690384
410.0,,5.6106858253479,-0.01509069837629795
420.0,,5.779264450073242,-0.017651453614234924
430.0,,4.661372661590576,-0.03224727511405945
440.0,,7.511978626251221,-0.08643433451652527
450.0,,5.359374046325684,-0.0216169785708189
460.0,,3.616758346557617,-0.26478078961372375
470.0,,4.826893329620361,-0.05210691690444946
480.0,,4.948270797729492,-0.024412423372268677
490.0,,1.8939268589019775,-0.46986499428749084
500.0,,4.618677139282227,-0.07286098599433899
510.0,,4.554019451141357,-0.06373855471611023
520.0,,4.429241180419922,-0.09701487421989441
530.0,,5.659721374511719,-0.07301165163516998
540.0,,4.410188674926758,-0.07183732092380524
550.0,,4.882448196411133,-0.050191864371299744
560.0,,3.904879093170166,-0.11352809518575668
570.0,,6.232819080352783,-0.2262755036354065
580.0,,7.156077861785889,-0.33682745695114136
590.0,,5.154724597930908,-0.15411849319934845
600.0,,4.414573669433594,-0.12809614837169647
610.0,,3.1190226078033447,-0.21983559429645538
620.0,,5.361563205718994,-0.07029930502176285
630.0,,4.779467582702637,-0.07238280773162842
640.0,,5.750905990600586,-0.37003374099731445
650.0,,5.639421463012695,-0.22577953338623047
660.0,,4.615611553192139,-0.18598076701164246
670.0,,4.741340637207031,-0.38593411445617676
680.0,,4.59982967376709,-0.11285687237977982
690.0,,4.752062797546387,-0.0770590752363205
700.0,,4.188863277435303,-0.12737247347831726
710.0,,4.404572010040283,-0.10674237459897995
720.0,,3.633519172668457,-0.3832913935184479
730.0,,3.8744022846221924,-0.2746502161026001
740.0,,3.594501256942749,-0.31504151225090027
750.0,,3.85550594329834,-0.14623340964317322
760.0,,3.781723976135254,-0.13828924298286438
770.0,,3.59511399269104,-0.22584331035614014
780.0,,3.647728204727173,-0.19217702746391296
790.0,,4.718686103820801,-0.20629023015499115
800.0,,4.323541641235352,-0.19284194707870483
810.0,,3.8592305183410645,-0.20680370926856995
820.0,,2.92496657371521,-0.2807008624076843
830.0,,4.430432319641113,-0.12475385516881943
840.0,,4.220100402832031,-0.1300961822271347
850.0,,3.432434558868408,-0.20590856671333313
860.0,,3.9462990760803223,-0.17093563079833984
870.0,,3.343836545944214,-0.22005316615104675
880.0,,4.11185359954834,-0.2404540479183197
890.0,,4.424202919006348,-0.2554325759410858
900.0,,4.229001998901367,-0.31599122285842896
910.0,,3.880171537399292,-0.21950648725032806
920.0,,2.758681535720825,-0.4857836961746216
930.0,,4.157864570617676,-0.21861988306045532
940.0,,2.940425395965576,-0.2701416611671448
950.0,,4.215915679931641,-0.13560250401496887
960.0,,3.4020678997039795,-0.4126787781715393
970.0,,3.641775608062744,-0.21347615122795105
980.0,,2.977156639099121,-0.26136696338653564
990.0,,4.6351637840271,-0.5382653474807739
1000.0,,3.361973524093628,-0.2171848714351654
1010.0,,3.293118715286255,-0.23365122079849243
