iteration,wasserstein_distance,generator_loss,jsd_estimate
0.0,,0.9568451046943665,-1.3418841361999512
10.0,,1.7453244924545288,-0.7487193942070007
20.0,,2.187668561935425,-0.46619459986686707
30.0,,2.5872626304626465,-0.30247238278388977
40.0,,2.8475074768066406,-0.22758492827415466
50.0,,3.089268684387207,-0.17441818118095398
60.0,,3.196437358856201,-0.16639038920402527
70.0,,3.3162500858306885,-0.1340334266424179
80.0,,3.507622718811035,-0.10840238630771637
90.0,,3.6519126892089844,-0.09616418927907944
100.0,,3.7048516273498535,-0.08306704461574554
110.0,,3.8432655334472656,-0.07431583106517792
120.0,,3.8844597339630127,-0.06429460644721985
130.0,,3.925987482070923,-0.0714699849486351
140.0,,4.034250259399414,-0.05707937479019165
150.0,,4.194825649261475,-0.05224883556365967
160.0,,4.155026435852051,-0.05253402143716812
170.0,,4.106337547302246,-0.06008000671863556
180.0,,4.41883659362793,-0.04463587701320648
190.0,,4.372364044189453,-0.03638259321451187
200.0,,4.541831016540527,-0.029489196836948395
210.0,,4.465278625488281,-0.03912844881415367
220.0,,4.431924343109131,-0.05143599957227707
230.0,,3.984829902648926,-0.050173722207546234
240.0,,4.63715124130249,-0.03558865562081337
250.0,,4.269711494445801,-0.05118017643690109
260.0,,4.42107629776001,-0.03844490274786949
270.0,,4.596856117248535,-0.06360092759132385
280.0,,4.274136543273926,-0.050902076065540314
290.0,,3.4787070751190186,-0.09101888537406921
300.0,,3.8166682720184326,-0.09481528401374817
310.0,,4.370502948760986,-0.04886395484209061
320.0,,4.383987903594971,-0.06459009647369385
330.0,,4.033721923828125,-0.07630759477615356
340.0,,4.447595596313477,-0.15584470331668854
350.0,,3.8788130283355713,-0.4077860713005066
360.0,,4.319758415222168,-0.2608594596385956
370.0,,3.198267936706543,-0.18859776854515076
380.0,,2.9389495849609375,-0.22258402407169342
390.0,,3.6157290935516357,-0.14790622889995575
400.0,,3.210728406906128,-0.13870516419410706
410.0,,3.9084951877593994,-0.5632032155990601
420.0,,3.4243171215057373,-0.22281098365783691
430.0,,3.3132975101470947,-0.20957061648368835
440.0,,2.8537046909332275,-0.27448970079421997
450.0,,2.307490587234497,-0.3617563843727112
460.0,,2.3050615787506104,-0.38917309045791626
470.0,,1.7872165441513062,-0.633766770362854
480.0,,2.891242504119873,-0.2854784429073334
490.0,,2.9477133750915527,-0.3336699604988098
500.0,,1.443624496459961,-0.6474805474281311
510.0,,2.36653470993042,-0.4568083882331848
520.0,,2.2112843990325928,-0.4255448579788208
530.0,,2.759398937225342,-0.2767661213874817
540.0,,2.162815809249878,-0.6065230965614319
550.0,,2.314678192138672,-0.49165284633636475
560.0,,2.3239588737487793,-0.3988874554634094
570.0,,2.280021905899048,-0.48218482732772827
580.0,,1.831923246383667,-0.6080306172370911
590.0,,1.5355263948440552,-0.6444095373153687
600.0,,1.903703212738037,-0.5403177738189697
610.0,,1.8205777406692505,-0.6499831676483154
620.0,,1.4797312021255493,-0.5516709089279175
630.0,,1.7115659713745117,-0.5230743885040283
640.0,,1.2318507432937622,-0.8895590305328369
650.0,,1.1081734895706177,-0.798146665096283
660.0,,1.4748839139938354,-0.7449861764907837
670.0,,2.2181332111358643,-0.729308545589447
680.0,,1.1322578191757202,-0.8219760656356812
690.0,,1.8168351650238037,-0.569622278213501
700.0,,1.5970220565795898,-0.633764386177063
710.0,,1.67186439037323,-0.6891040802001953
720.0,,1.8999422788619995,-0.6334191560745239
730.0,,1.5972766876220703,-0.7932040691375732
740.0,,1.6788455247879028,-0.762284517288208
750.0,,1.5681474208831787,-0.7524068355560303
760.0,,1.2891813516616821,-0.9410292506217957
770.0,,1.1914622783660889,-0.8862940073013306
780.0,,1.6018296480178833,-0.8043117523193359
790.0,,2.108826160430908,-0.6559697389602661
800.0,,1.4869697093963623,-0.7191578149795532
810.0,,1.3906651735305786,-0.8523372411727905
820.0,,1.57255220413208,-0.7457119226455688
830.0,,1.4904215335845947,-0.7194221615791321
840.0,,1.390305519104004,-0.7144255638122559
850.0,,1.5454078912734985,-0.7736983299255371
860.0,,1.7328553199768066,-0.7696171998977661
870.0,,1.4347399473190308,-0.7824280858039856
880.0,,1.6749603748321533,-0.7346898913383484
890.0,,1.7111735343933105,-0.7241453528404236
900.0,,1.542786955833435,-0.7788583040237427
910.0,,1.441368579864502,-0.6842991709709167
920.0,,1.4815711975097656,-0.8406100273132324
930.0,,1.288525938987732,-0.7899442315101624
940.0,,1.5203300714492798,-0.7996689081192017
950.0,,1.767290472984314,-0.7824763059616089
960.0,,1.7833088636398315,-0.710522472858429
970.0,,1.4673231840133667,-0.7612422704696655
980.0,,1.637380838394165,-0.7774619460105896
990.0,,1.2820965051651,-0.8206616044044495
1000.0,,1.6372008323669434,-0.7982417345046997
1010.0,,1.7546385526657104,-0.5804225206375122
1020.0,,1.2756844758987427,-0.800265371799469
1030.0,,1.6410610675811768,-0.743332028388977
1040.0,,1.3562798500061035,-0.7505471706390381
1050.0,,1.4958844184875488,-0.7168688774108887
1060.0,,1.7929937839508057,-0.6941510438919067
1070.0,,1.6187703609466553,-0.7635749578475952
1080.0,,1.5035041570663452,-0.7441550493240356
1090.0,,1.5073413848876953,-0.6925914287567139
1100.0,,1.3108712434768677,-0.7896410226821899
1110.0,,1.640783667564392,-0.6329600811004639
1120.0,,1.7604389190673828,-0.7120437026023865
1130.0,,1.5618335008621216,-0.6823690533638
1140.0,,1.1907109022140503,-0.8944852352142334
1150.0,,1.4517786502838135,-0.7782388925552368
1160.0,,1.6198164224624634,-0.7268074750900269
1170.0,,1.0971722602844238,-0.7537140846252441
1180.0,,1.4591913223266602,-0.7265118360519409
1190.0,,1.2532457113265991,-0.8170350790023804
1200.0,,1.3263098001480103,-0.7996094226837158
1210.0,,1.5744985342025757,-0.7014473080635071
1220.0,,1.5489057302474976,-0.810765266418457
1230.0,,1.54373037815094,-0.7553102374076843
1240.0,,1.410431146621704,-0.7374409437179565
1250.0,,0.9826845526695251,-0.9768033027648926
1260.0,,1.4473752975463867,-0.7022585868835449
1270.0,,1.60921049118042,-0.8756557703018188
1280.0,,1.4941421747207642,-0.7745230793952942
1290.0,,1.6717804670333862,-0.6678417921066284
1300.0,,1.511257529258728,-0.7544171214103699
1310.0,,1.7720457315444946,-0.7640713453292847
1320.0,,1.0681573152542114,-0.8559595346450806
1330.0,,1.2320613861083984,-0.8368546962738037
1340.0,,1.2901029586791992,-0.7165892720222473
1350.0,,1.4512022733688354,-0.7708144187927246
1360.0,,1.6704597473144531,-0.81541907787323
1370.0,,1.2252342700958252,-0.8608776330947876
1380.0,,1.7308844327926636,-0.8363742828369141
1390.0,,1.5426185131072998,-0.8951199650764465
1400.0,,1.364814281463623,-0.812828779220581
1410.0,,1.6842820644378662,-0.76068115234375
1420.0,,1.423120141029358,-0.7076055407524109
1430.0,,1.3507964611053467,-0.8582216501235962
1440.0,,1.34207022190094,-0.7785647511482239
1450.0,,1.2347499132156372,-0.909896194934845
1460.0,,1.6828464269638062,-0.6810791492462158
1470.0,,1.336793065071106,-0.7261557579040527
1480.0,,1.2202190160751343,-0.8321530222892761
1490.0,,1.5373075008392334,-0.9070230722427368
1500.0,,1.3334120512008667,-0.8948052525520325
1510.0,,1.2265886068344116,-0.8694983720779419
1520.0,,1.7737088203430176,-0.7794382572174072
1530.0,,1.7084555625915527,-0.7886111736297607
1540.0,,1.8161563873291016,-0.9879665374755859
1550.0,,1.6256561279296875,-0.7766039371490479
1560.0,,1.2698798179626465,-0.808353066444397
1570.0,,1.5170685052871704,-0.7252442836761475
1580.0,,1.6158345937728882,-0.7215391397476196
1590.0,,1.6016571521759033,-0.8194197416305542
1600.0,,1.7602558135986328,-0.7240248918533325
1610.0,,1.5621566772460938,-0.867520809173584
1620.0,,1.4595742225646973,-0.705628514289856
1630.0,,1.2363165616989136,-0.7820107936859131
1640.0,,1.672524333000183,-0.7984257936477661
1650.0,,1.5415518283843994,-0.7826730608940125
1660.0,,1.0605489015579224,-0.9502246379852295
1670.0,,1.3990797996520996,-0.8150086402893066
1680.0,,1.5521173477172852,-0.7534105777740479
1690.0,,1.5362428426742554,-0.775601327419281
1700.0,,1.204374074935913,-0.7664628028869629
1710.0,,1.2189496755599976,-0.8035396337509155
1720.0,,1.4979891777038574,-0.7936431169509888
1730.0,,1.1792627573013306,-0.8014344573020935
1740.0,,1.501403570175171,-0.8934639096260071
1750.0,,1.2315343618392944,-0.8182461261749268
1760.0,,1.3827062845230103,-0.7744855880737305
1770.0,,1.3074976205825806,-0.8860410451889038
1780.0,,1.6140307188034058,-0.8303185105323792
1790.0,,1.4531041383743286,-0.8507401943206787
1800.0,,1.6276168823242188,-0.8098853826522827
1810.0,,1.5486353635787964,-0.7383556365966797
1820.0,,1.238378643989563,-0.9388899803161621
1830.0,,1.5330997705459595,-0.7959701418876648
1840.0,,1.2741146087646484,-0.8457299470901489
1850.0,,1.1677461862564087,-0.7890686988830566
1860.0,,1.3280439376831055,-0.8131840229034424
1870.0,,1.9096866846084595,-0.8292121887207031
1880.0,,1.0707882642745972,-0.9260189533233643
1890.0,,1.608567476272583,-0.8271986842155457
1900.0,,1.4019099473953247,-0.8304086923599243
1910.0,,1.433908462524414,-0.807410717010498
1920.0,,1.6417150497436523,-0.8073207139968872
1930.0,,1.4706345796585083,-0.7742338180541992
1940.0,,1.245373249053955,-0.8551239371299744
1950.0,,1.6786789894104004,-0.7772817611694336
1960.0,,1.441551923751831,-0.8441082239151001
1970.0,,1.4314286708831787,-0.8129013776779175
1980.0,,1.1934151649475098,-0.821584939956665
1990.0,,1.4409843683242798,-0.8086813688278198
2000.0,,1.0276638269424438,-0.8800715208053589
2010.0,,1.5398403406143188,-0.8386150598526001
2020.0,,1.6979228258132935,-0.8461191654205322
2030.0,,1.4121663570404053,-0.9064544439315796
2040.0,,1.571811318397522,-0.8242055773735046
2050.0,,1.4472354650497437,-0.7544742822647095
2060.0,,1.4367684125900269,-0.8705110549926758
2070.0,,1.810152530670166,-0.9238238334655762
2080.0,,1.3155966997146606,-0.8231953978538513
2090.0,,1.4182480573654175,-0.8060426115989685
2100.0,,1.4679073095321655,-0.8771405220031738
2110.0,,1.7315903902053833,-0.9175624847412109
2120.0,,1.3199620246887207,-0.845062255859375
2130.0,,1.2237216234207153,-0.8448394536972046
2140.0,,1.4518996477127075,-0.7880259156227112
