iteration,wasserstein_distance,generator_loss
0.0,5.69216251373291,6.936063766479492
10.0,70.56434631347656,83.25304412841797
20.0,55.62445068359375,83.96886444091797
30.0,9.453681945800781,80.24095153808594
40.0,-8.35030746459961,62.01216506958008
50.0,-5.799350738525391,39.8871955871582
60.0,-0.8574066162109375,27.893407821655273
70.0,11.797647476196289,20.715360641479492
80.0,11.029047966003418,27.386178970336914
90.0,8.118345260620117,27.953163146972656
100.0,5.593564987182617,24.675588607788086
110.0,0.9286422729492188,20.545848846435547
120.0,-2.63470458984375,16.400161743164062
130.0,-0.8431186676025391,12.620989799499512
140.0,-0.6831588745117188,7.712453842163086
150.0,2.706480026245117,7.2640862464904785
160.0,7.371016025543213,2.1597843170166016
170.0,8.289501190185547,8.030689239501953
180.0,11.39161491394043,13.169594764709473
190.0,6.0486226081848145,10.461477279663086
200.0,8.872586250305176,17.26247787475586
210.0,10.433324813842773,13.83018684387207
220.0,12.934115409851074,8.5511474609375
230.0,19.042966842651367,2.0215978622436523
240.0,18.721668243408203,-3.138018846511841
250.0,21.446636199951172,-8.052992820739746
260.0,19.506385803222656,-14.017136573791504
270.0,21.69507598876953,-12.661070823669434
280.0,21.29079246520996,-14.101277351379395
290.0,21.136144638061523,-13.9888277053833
300.0,18.912979125976562,-13.12062931060791
310.0,20.549598693847656,-16.22913932800293
320.0,17.665340423583984,-22.88679313659668
330.0,14.245098114013672,-23.538803100585938
340.0,10.792182922363281,-22.172428131103516
350.0,2.0079193115234375,-75.72425842285156
360.0,7.727935791015625,-94.627197265625
370.0,-5.291835784912109,-66.50300598144531
380.0,-15.762094497680664,-39.57733154296875
390.0,8.544620513916016,-34.969486236572266
400.0,4.5900421142578125,-49.2464714050293
410.0,-11.065034866333008,-29.136028289794922
420.0,21.14881134033203,73.41752624511719
430.0,2.89739990234375,76.49878692626953
440.0,-1.9157638549804688,63.988731384277344
450.0,11.431083679199219,68.36614227294922
460.0,-2.996951103210449,22.485319137573242
470.0,-5.861665725708008,-32.28708267211914
480.0,-1.1456794738769531,-22.013385772705078
490.0,2.226870536804199,-13.2080659866333
500.0,12.759031295776367,-12.599214553833008
510.0,7.810600280761719,-24.763879776000977
520.0,-7.024982452392578,-26.54422378540039
530.0,19.284645080566406,20.7563419342041
540.0,0.8391381502151489,0.597018301486969
550.0,1.8830604553222656,-6.569855213165283
560.0,3.996403694152832,-10.136701583862305
570.0,1.9533891677856445,-11.974283218383789
580.0,2.899735450744629,-2.806220054626465
590.0,0.34234189987182617,-0.7554678320884705
600.0,0.9175934791564941,-6.159578323364258
610.0,1.2156524658203125,-5.922719478607178
620.0,0.6550271511077881,-2.7921857833862305
630.0,0.279258668422699,0.8416673541069031
640.0,0.3259837329387665,0.10457552969455719
650.0,0.4233438968658447,1.1779454946517944
660.0,0.7163572311401367,9.16805648803711
670.0,0.7224621772766113,5.385763645172119
680.0,1.1548161506652832,4.04770040512085
690.0,0.6948566436767578,9.190862655639648
700.0,0.4475889205932617,13.332650184631348
710.0,1.8374090194702148,7.609491348266602
720.0,0.11337089538574219,9.559834480285645
730.0,2.321044921875,20.459625244140625
740.0,1.97802734375,23.34950828552246
750.0,1.6939029693603516,19.142459869384766
760.0,1.6541690826416016,22.22874641418457
770.0,1.320993423461914,25.362398147583008
780.0,2.5551605224609375,25.880189895629883
790.0,2.6349706649780273,16.291669845581055
800.0,1.7981071472167969,10.779048919677734
810.0,1.5720577239990234,10.074108123779297
820.0,0.2662830352783203,12.191267013549805
830.0,0.8320283889770508,9.534332275390625
840.0,1.001746654510498,3.017526388168335
850.0,0.8844339847564697,5.118046283721924
860.0,0.15859413146972656,7.19652795791626
870.0,1.0654733180999756,3.211402654647827
880.0,0.8608412742614746,7.086918354034424
890.0,0.6233386993408203,10.290074348449707
900.0,0.4187808036804199,2.7140941619873047
910.0,0.10895729064941406,7.240928649902344
920.0,0.6596477031707764,4.472875118255615
930.0,1.173570156097412,-5.6367621421813965
940.0,3.0192184448242188,-20.98926544189453
950.0,1.5520362854003906,-32.20534133911133
960.0,3.772512435913086,-30.883054733276367
970.0,2.9105262756347656,-33.355064392089844
980.0,1.995382308959961,-28.998699188232422
990.0,1.0345706939697266,-24.903003692626953
1000.0,1.521148681640625,-17.078893661499023
1010.0,4.532469749450684,8.748446464538574
1020.0,4.182925224304199,-9.51544189453125
1030.0,2.752469062805176,-8.403136253356934
1040.0,4.707226753234863,17.93108558654785
1050.0,5.883317470550537,9.990888595581055
1060.0,11.020672798156738,7.921490669250488
1070.0,15.204211235046387,28.14548110961914
1080.0,17.10501480102539,28.963390350341797
1090.0,22.72512435913086,23.145715713500977
1100.0,21.184701919555664,22.413421630859375
1110.0,24.546268463134766,26.91031837463379
1120.0,23.63718032836914,26.911762237548828
1130.0,24.2575626373291,22.67336082458496
1140.0,28.5467472076416,15.00666332244873
1150.0,23.226177215576172,4.44916296005249
1160.0,25.61479949951172,4.174785137176514
1170.0,17.616161346435547,-6.616177558898926
1180.0,19.582962036132812,-2.896148443222046
1190.0,27.19491958618164,6.715320587158203
1200.0,26.973831176757812,12.461143493652344
1210.0,26.88343620300293,5.848243236541748
1220.0,19.698379516601562,-6.888368129730225
1230.0,15.989526748657227,-10.366092681884766
1240.0,14.529943466186523,-22.77629852294922
1250.0,7.7379150390625,-25.565458297729492
1260.0,9.370227813720703,-34.52954864501953
1270.0,6.6097259521484375,-38.269290924072266
1280.0,5.232686996459961,-27.125843048095703
1290.0,9.40972900390625,-5.588805198669434
1300.0,15.096681594848633,4.914577960968018
1310.0,21.363895416259766,5.109948635101318
1320.0,28.49874496459961,10.525306701660156
1330.0,15.61813735961914,-1.7705647945404053
1340.0,12.73221206665039,-1.3875800371170044
1350.0,1.1417770385742188,-27.090415954589844
1360.0,6.2852783203125,-35.58966064453125
1370.0,10.408073425292969,-52.45616149902344
1380.0,7.22137451171875,-12.14077091217041
1390.0,7.047513008117676,-16.7222957611084
1400.0,8.640090942382812,-16.77995491027832
1410.0,7.884143829345703,-12.840628623962402
1420.0,5.581662178039551,-7.590268611907959
1430.0,3.604797840118408,-4.4807634353637695
1440.0,2.3862552642822266,-3.819530963897705
1450.0,1.6419498920440674,5.7120361328125
1460.0,0.8569297790527344,17.786922454833984
1470.0,2.3194637298583984,26.60492706298828
1480.0,7.320868492126465,8.695694923400879
1490.0,6.397281646728516,53.201210021972656
1500.0,38.57758331298828,-15.041309356689453
1510.0,-5.341876983642578,-34.292903900146484
1520.0,23.265968322753906,30.131729125976562
1530.0,-7.907939910888672,22.32093048095703
1540.0,16.058074951171875,-21.568157196044922
1550.0,-1.3408279418945312,27.06634521484375
1560.0,5.65196418762207,13.360344886779785
1570.0,-4.23121452331543,24.739246368408203
1580.0,5.8432769775390625,-18.85036277770996
1590.0,-7.7841796875,-30.051528930664062
1600.0,4.952317237854004,-5.510473251342773
1610.0,3.42437744140625,41.934112548828125
1620.0,-5.735507965087891,-12.36539077758789
1630.0,12.488208770751953,-29.713430404663086
1640.0,0.1523571014404297,19.72924041748047
1650.0,4.410181999206543,6.1453962326049805
1660.0,-3.463210105895996,8.764436721801758
1670.0,0.5073566436767578,24.47158432006836
1680.0,2.0536441802978516,30.490699768066406
1690.0,4.534534454345703,26.41568374633789
1700.0,-1.5047531127929688,4.1269755363464355
1710.0,-1.0743474960327148,-2.964777708053589
1720.0,4.0214033126831055,-15.425926208496094
1730.0,4.639291763305664,-24.654924392700195
1740.0,-1.0631141662597656,-36.13889694213867
1750.0,-3.9489612579345703,-33.6061897277832
1760.0,-1.0100440979003906,-19.309938430786133
1770.0,0.016176223754882812,-10.092118263244629
1780.0,2.7748398780822754,0.768792450428009
1790.0,3.980983018875122,6.395410060882568
1800.0,1.6979265213012695,14.144983291625977
1810.0,0.34649085998535156,27.18328857421875
1820.0,2.4462661743164062,43.37287139892578
1830.0,2.415477752685547,49.03240203857422
1840.0,-3.507080078125,32.697025299072266
1850.0,0.9267644882202148,6.21298885345459
1860.0,-0.8625679016113281,-9.192122459411621
1870.0,3.5537948608398438,-14.889365196228027
1880.0,1.8613624572753906,-33.79414367675781
1890.0,-0.7956695556640625,-40.898231506347656
1900.0,0.6095504760742188,-33.523704528808594
1910.0,-0.9915752410888672,-21.576650619506836
1920.0,-0.8092174530029297,-11.100374221801758
1930.0,-0.4532008171081543,3.601658582687378
1940.0,0.4260530471801758,10.767765998840332
1950.0,1.7543182373046875,18.01918601989746
1960.0,2.4926815032958984,22.603591918945312
1970.0,3.8289031982421875,40.94435501098633
1980.0,-0.5266799926757812,40.64469909667969
1990.0,-0.163787841796875,32.755252838134766
2000.0,1.3021821975708008,-12.318784713745117
2010.0,1.0483665466308594,-32.377681732177734
2020.0,-0.6342391967773438,-40.77265548706055
2030.0,1.1506233215332031,-37.53451919555664
2040.0,0.1824512481689453,-21.995882034301758
2050.0,-1.7030854225158691,-7.670844078063965
2060.0,2.811079978942871,-7.420107841491699
2070.0,0.3946976661682129,8.199600219726562
2080.0,2.354970932006836,27.788440704345703
2090.0,0.48511695861816406,25.9510440826416
2100.0,0.69647216796875,40.09220886230469
2110.0,-2.9554710388183594,32.62112045288086
2120.0,-2.0102386474609375,20.709394454956055
2130.0,1.366872787475586,3.6803932189941406
2140.0,4.41693115234375,-75.2117919921875
2150.0,-3.7397613525390625,-37.800201416015625
2160.0,2.0549087524414062,-18.185588836669922
2170.0,4.964496612548828,-20.468069076538086
2180.0,4.276302337646484,-27.0856990814209
2190.0,-4.32008171081543,-13.67352294921875
2200.0,-0.4581778049468994,2.1348140239715576
2210.0,1.3148221969604492,12.527935981750488
2220.0,7.684303283691406,41.2198486328125
2230.0,-0.8250694274902344,43.355350494384766
2240.0,-1.5173568725585938,33.57610321044922
2250.0,3.507664680480957,6.836032867431641
2260.0,1.0519866943359375,-37.706871032714844
2270.0,-0.8443374633789062,-41.59701156616211
2280.0,1.3922271728515625,-37.942806243896484
2290.0,1.3239326477050781,-30.883058547973633
2300.0,0.5830087661743164,-12.662595748901367
2310.0,2.035525321960449,17.31278419494629
2320.0,2.577381134033203,30.60604476928711
2330.0,-0.009746551513671875,40.23086166381836
2340.0,2.296438217163086,32.42989730834961
2350.0,0.5955734252929688,28.008821487426758
2360.0,2.1563758850097656,26.80985450744629
2370.0,-0.17441558837890625,25.328784942626953
2380.0,2.1569743156433105,6.517965316772461
2390.0,-0.5485849380493164,-14.703597068786621
2400.0,4.425871849060059,-1.4176338911056519
2410.0,-4.353555679321289,-11.622156143188477
2420.0,1.3676719665527344,-52.776702880859375
2430.0,0.24717330932617188,-42.87713623046875
2440.0,1.9943618774414062,14.98793888092041
2450.0,3.4414782524108887,7.167965412139893
2460.0,1.6508655548095703,26.6102237701416
2470.0,-1.0032691955566406,14.73958969116211
2480.0,3.5220890045166016,-13.156686782836914
2490.0,4.142693042755127,-0.12470857799053192
2500.0,8.027854919433594,-8.460926055908203
2510.0,4.167013168334961,26.996417999267578
2520.0,0.5602564811706543,3.3484718799591064
2530.0,1.0646400451660156,-18.51742172241211
2540.0,1.8238134384155273,12.155645370483398
2550.0,5.166097640991211,-2.0417144298553467
2560.0,3.8046412467956543,10.343241691589355
2570.0,2.8995771408081055,-11.133465766906738
2580.0,3.741802215576172,-8.615394592285156
2590.0,3.4345855712890625,-13.34410285949707
2600.0,8.163347244262695,-0.24363678693771362
2610.0,8.936019897460938,4.095943927764893
2620.0,9.312771797180176,5.79664421081543
2630.0,8.328407287597656,4.151505470275879
2640.0,5.925034999847412,9.010662078857422
2650.0,10.392951011657715,12.285205841064453
2660.0,10.544169425964355,13.72309684753418
2670.0,10.83730697631836,15.709083557128906
2680.0,10.684738159179688,13.859814643859863
2690.0,9.66291618347168,10.53387451171875
2700.0,8.678241729736328,3.4827330112457275
2710.0,7.678528308868408,2.5740737915039062
2720.0,11.92563247680664,7.015969753265381
2730.0,12.137986183166504,6.415194988250732
2740.0,9.180282592773438,0.18913929164409637
2750.0,11.594986915588379,-3.839862823486328
2760.0,12.058070182800293,-11.316070556640625
2770.0,9.939401626586914,-21.0506591796875
2780.0,9.009965896606445,-22.57674217224121
2790.0,11.286516189575195,-15.592503547668457
2800.0,15.949353218078613,-11.999286651611328
2810.0,14.776593208312988,-6.474393844604492
2820.0,13.78329086303711,-1.634128451347351
2830.0,8.32025146484375,-12.603839874267578
2840.0,5.145984649658203,-26.96233558654785
2850.0,2.3266944885253906,-13.884994506835938
2860.0,4.182522296905518,-6.658092975616455
2870.0,3.7858002185821533,6.919234752655029
2880.0,3.7991552352905273,15.821927070617676
2890.0,5.181662559509277,18.9581298828125
2900.0,3.5005807876586914,17.888885498046875
2910.0,2.2779130935668945,17.70844268798828
2920.0,5.476955413818359,4.062895774841309
2930.0,3.9325106143951416,7.218873977661133
2940.0,2.753709316253662,1.9276559352874756
2950.0,2.733384609222412,-0.31532424688339233
2960.0,2.8238205909729004,6.782724380493164
2970.0,2.8425824642181396,2.894688129425049
2980.0,1.659231185913086,9.735925674438477
2990.0,2.833662509918213,-1.8916735649108887
3000.0,11.296188354492188,-18.012529373168945
3010.0,17.61721420288086,13.702241897583008
3020.0,0.2729148864746094,-17.469375610351562
3030.0,5.427913188934326,-0.8631877303123474
3040.0,3.5394229888916016,22.612903594970703
3050.0,-3.6796722412109375,29.898937225341797
3060.0,1.40069580078125,12.911675453186035
3070.0,2.435509204864502,2.2762341499328613
3080.0,-0.8112354278564453,-16.833072662353516
3090.0,6.554349899291992,4.827995300292969
3100.0,2.4484691619873047,-21.552349090576172
3110.0,2.761760711669922,-33.230316162109375
3120.0,-2.240708351135254,-11.580410957336426
3130.0,3.6969213485717773,-8.111878395080566
3140.0,-3.2249794006347656,36.524017333984375
3150.0,8.759218215942383,27.972652435302734
3160.0,-1.9348831176757812,35.75390625
3170.0,3.965190887451172,53.775962829589844
3180.0,-7.901084899902344,18.41913604736328
3190.0,9.717546463012695,-28.422630310058594
3200.0,-3.0926132202148438,-77.67827606201172
3210.0,8.03587818145752,-4.925845146179199
3220.0,-6.981451988220215,-5.543700218200684
3230.0,7.521343231201172,-47.66557312011719
3240.0,-1.7832581996917725,3.7398364543914795
3250.0,6.153553009033203,48.1223030090332
3260.0,-4.862949371337891,52.74147033691406
3270.0,11.726890563964844,0.9174798130989075
3280.0,-8.101583480834961,-31.488365173339844
3290.0,9.608505249023438,46.71677017211914
3300.0,0.06432723999023438,43.06601333618164
3310.0,0.5077953338623047,-15.549837112426758
3320.0,3.40606689453125,-56.414642333984375
3330.0,-1.7434501647949219,-44.98582458496094
3340.0,5.283857345581055,20.809711456298828
3350.0,-5.741645812988281,52.006038665771484
3360.0,-2.2745838165283203,24.33417510986328
3370.0,6.8859758377075195,-8.181056022644043
3380.0,3.1945419311523438,-34.500152587890625
3390.0,-4.618963718414307,7.593522071838379
3400.0,3.2625904083251953,33.53590774536133
3410.0,4.392177581787109,51.24941635131836
3420.0,-5.656803131103516,28.78700065612793
3430.0,-3.433354377746582,4.209047317504883
3440.0,0.06371593475341797,-0.3447207808494568
3450.0,2.892444610595703,-7.860645771026611
3460.0,0.42331695556640625,-46.255611419677734
3470.0,-7.455039978027344,-46.499000549316406
